Num,Document ,url,type,Pub_date,Access_date,Search,Databse,Type_actor,Condensed_gov_actors,Condensed_level,Condensed_function,Political_actor,Pol_actor_persp,Law_detailed,State_of_science,Process_as_is,Distinct_population,Recovery_goals,Agency_capacity,Human_wildlife_conflict,Native_persp,Costs_mgmt,Privateland_losshabitat,Hunting_mgmt,Climate_change
859,..PH: ..DH: Grizzly Population in Park Bears More Study,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/ph-dh-grizzly-population-park-bears-more-study/docview/293323344/se-2?accountid=14793,Newspaper,5/21/96,8/6/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,University,Public,Public,Public,Mark Boyce a University of Wisconsin-Stevens Point biologist,,,,,,Mark Boyce a University of Wisconsin-Stevens Point biologist said: There is good evidence that bears in the park are saturated. Bears are sighted farther and farther from Yellowstone each year Boyce said and within the park it appears that grizzlies have taken up residence in most of the available habitat.,,,,,,,
878,Done right grizzly management can work,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/done-right-grizzly-management-can-work/docview/1913111115/se-2?accountid=14793,Newspaper,6/25/17,8/7/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Gene Curry,,,,,,,,Gene Curry a Valier-area farmer and rancher and former president of the Montana Stockgrowers Association noted that grizzlies are moving into areas they havent occupied for a long time.The more bears interact with humans the more potential there is for human-bear conflict Curry said. That makes landowners nervous he said.In fact it makes a lot of us nervous.Curry worries about managers being able to keep up with the grizzly bear population expansion.Education is key and were going to have to learn to live with them as much as we dont like to Curry said.,,,,,
896,Yellowstone grizzlies may soon commingle with northern cousins,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/other-sources/yellowstone-grizzlies-may-soon-commingle-with/docview/2055587468/se-2?accountid=14793,Other Source,11/9/17,8/7/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Researcher,Public,Public,Public,David Mattson a retired wildlife biologist,,,,,Because Yellowstone is a bit lower in genetic diversity hundreds of years from now they might be less able to adapt to changing conditions – changing climate changing food sources and disease resistance Van Manen says,,With the bears delisted some are concerned about plans by Montana officials to allow the hunting of Yellowstone grizzlies. David Mattson a retired wildlife biologist says there is a good chance that Montana will institute a more lethal regime whether by sport hunting or by other means that will compromise these prospects.,,,,,With the bears delisted some are concerned about plans by Montana officials to allow the hunting of Yellowstone grizzlies. David Mattson a retired wildlife biologist says there is a good chance that Montana will institute a more lethal regime whether by sport hunting or by other means that will compromise these prospects.,Because Yellowstone is a bit lower in genetic diversity hundreds of years from now they might be less able to adapt to changing conditions – changing climate changing food sources and disease resistance Van Manen says
920,Rambling grizzlies give managers fits,https://www.proquest.com/docview/2224685728/236AE232E95D43BCPQ/1485?accountid=14793&sourcetype=Newspapers,Newspaper,11/20/18,8/8/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Mmeber of the Public,Public,Public,Public,Maggie Nutter Sweetgrass rancher ,,,,,,,,For generations we’ve had freedom to roam our ranch without fear of predators Nutter said. How can you compensate them for the loss of that freedom? An electric fence won’t keep families and children safe outside. Your bears are more important than my freedom.,,,,,
933,As delisting looms grizzlies presence already an issue on the Front,https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/as-delisting-looms-grizzlies-presence-already/docview/1911988753/se-2?accountid=14793,Newspaper,6/20/17,8/8/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Gene Curry,,,,,,,,Were having more and more issues with grizzlies moving into territory they havent occupied for quite some time Valier rancher Gene Curry said during a panel discussion on future bear management. I grew up west of Browning and grizzly bears never entered anyones mind. I used to be on my hands and knees crawling through brush to get to fishing holes. Now when my grandchildren go out to catch their horses in the morning they have to think about grizzly bears. I had five of them in the yard one morning.,,,,,
975,Bitterroot grizzly managers face tough workload,https://www.proquest.com/docview/2586667113/F4490654F1B247F6PQ/1592?accountid=14793&sourcetype=Newspapers,Newspaper,10/27/21,8/9/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,University,Public,Public,Public, Katie Shaw University of Idaho researcher,Preliminary results indicate they do not want grizzlies in the Bitterroot Ecosystem Shaw said. They’re more OK with letting Mother Nature take its course with natural recovery where it’s out of people’s control. But the common concern was that there will be a (grizzly) reintroduction in the future. They associate that with wolf reintroduction.,,,,,,,Preliminary results indicate they do not want grizzlies in the Bitterroot Ecosystem Shaw said. They’re more OK with letting Mother Nature take its course with natural recovery where it’s out of people’s control. But the common concern was that there will be a (grizzly) reintroduction in the future. They associate that with wolf reintroduction.,,,,,
1001,Grizzly Plan Incites a Bear of a Battle in Idaho; Feds Want to Move 25 Into Wilderness Area Near Montana Border: [1],https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/grizzly-plan-incites-bear-battle-idaho-feds-want/docview/288786782/se-2?accountid=14793,Newspaper,11/24/97,8/9/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Norene Lloyd landowner,,,,,,,,``You see cougars here already -- people have lost sheep to them. There are black bears. The night before last a coyote was in our yard. You get concerned said Lloyd who has three children at home. ``You dont let the kids play outside after dark or the pets either said Lloyd casting an eye toward a sinking sun. ``I dont like the idea of grizzlies. I dont like it at all.,,,,,
1002,Grizzly Plan Incites a Bear of a Battle in Idaho; Feds Want to Move 25 Into Wilderness Area Near Montana Border: [1],https://www.libproxy.uwyo.edu/login?url=https://www.proquest.com/newspapers/grizzly-plan-incites-bear-battle-idaho-feds-want/docview/288786782/se-2?accountid=14793,Newspaper,11/24/97,8/9/24,grizzly bear AND Greater Yellowstone Ecosystem,ProQuest U.S. Newsstream,Member of the Public,Public,Public,Public,Steve Mealey the head of Idahos Fish and Game Department,,,Loving bears he wants to see more of them. But he questions the wisdom of this scheme. And he is employed by a state with a historical hostility to federal mandates especially ones involving large carnivores.So he too opposes the bear-resettlement plan.``This issue he said sounding a theme that echoes across the mountain West ``is far more about local control than about bears.,,,,,,,,,,
1021,Capital Sports & Western: Montanans Appreciate Grizzlies Believe They Should be Hunted,https://www.proquest.com/docview/2776247498/F78EFEE484CB49F8PQ/993?accountid=14793&sourcetype=Wire%20Feeds,Wire Feed,2/15/23,8/12/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,University,Public,Public,Public,Alex Metcalf a co-author of the study and associate professor of human dimensions at UM.,,,,,,,,1) It was surprising. We found overwhelming support for grizzly bears said Alex Metcalf a co-author of the study and associate professor of human dimensions at UM. We found 80% to 90% of respondents think bears have a right to exist - that they make Montana special and that we need to learn to live with them. But also that over 80% want to see some form of grizzly hunting allowed.  2) We often hear about a rural-urban divide or that direct negative experiences with grizzlies cause people to hate bears Nesbitt explained. However when we controlled for multiple possible factors we see these old assumptions dont hold up and that other more important factors emerge..,,,,It was surprising. We found overwhelming support for grizzly bears said Alex Metcalf a co-author of the study and associate professor of human dimensions at UM. We found 80% to 90% of respondents think bears have a right to exist - that they make Montana special and that we need to learn to live with them. But also that over 80% want to see some form of grizzly hunting allowed.,
1022,Capital Sports & Western: Montanans Appreciate Grizzlies Believe They Should be Hunted,https://www.proquest.com/docview/2776247498/F78EFEE484CB49F8PQ/993?accountid=14793&sourcetype=Wire%20Feeds,Wire Feed,2/15/23,8/12/24,grizzly bear AND Delist,ProQuest U.S. Newsstream,University,Public,Public,Public,Holly Nesbitt a Ph.D. student in UMs Human Dimensions Lab of the W.A. Franke College of Forestry & Conservation.,,,,,,So the trick facing Montana is to find that sweet spot where grizzly populations are just right - where bear populations are healthy and the people of Montana are happy in their coexistence with those grizzlies she added.,,So the trick facing Montana is to find that sweet spot where grizzly populations are just right - where bear populations are healthy and the people of Montana are happy in their coexistence with those grizzlies she added.,,,,,
